"date","IND","FREQ","DIM","obsValue"
2023-09-01,"CPI","M","ITF11",NA
2023-10-01,"CPI","M","ITF11",NA
2023-11-01,"CPI","M","ITF11",NA
2023-12-01,"CPI","M","ITF11",NA
2022-12-01,"CPI","M","ITF12",115.9
2023-01-01,"CPI","M","ITF12",116
2023-02-01,"CPI","M","ITF12",116.4
2023-03-01,"CPI","M","ITF12",115.9
2023-04-01,"CPI","M","ITF12",116.3
2023-05-01,"CPI","M","ITF12",116.2
2023-06-01,"CPI","M","ITF12",115.9
2023-07-01,"CPI","M","ITF12",116
2023-08-01,"CPI","M","ITF12",116.5
2023-09-01,"CPI","M","ITF12",116.6
2023-10-01,"CPI","M","ITF12",116.6
2023-11-01,"CPI","M","ITF12",116
2023-12-01,"CPI","M","ITF12",116.1
2022-12-01,"CPI","M","ITF13",121.4
2023-01-01,"CPI","M","ITF13",121.4
2023-02-01,"CPI","M","ITF13",121.5
2023-03-01,"CPI","M","ITF13",120.6
2023-04-01,"CPI","M","ITF13",120.8
2023-05-01,"CPI","M","ITF13",120.7
2023-06-01,"CPI","M","ITF13",120.4
2023-07-01,"CPI","M","ITF13",120.6
2023-08-01,"CPI","M","ITF13",121
2023-09-01,"CPI","M","ITF13",120.8
2023-10-01,"CPI","M","ITF13",120.5
2023-11-01,"CPI","M","ITF13",120
2023-12-01,"CPI","M","ITF13",119.8
2023-01-01,"CPI","M","ITF14",NA
2023-02-01,"CPI","M","ITF14",NA
2023-03-01,"CPI","M","ITF14",NA
2023-04-01,"CPI","M","ITF14",NA
2023-05-01,"CPI","M","ITF14",NA
2023-06-01,"CPI","M","ITF14",NA
2023-07-01,"CPI","M","ITF14",NA
2023-08-01,"CPI","M","ITF14",NA
2023-09-01,"CPI","M","ITF14",NA
2023-10-01,"CPI","M","ITF14",NA
2023-11-01,"CPI","M","ITF14",NA
2023-12-01,"CPI","M","ITF14",NA
2022-12-01,"CPI","M","ITF2",117.3
2023-01-01,"CPI","M","ITF2",117.1
2023-02-01,"CPI","M","ITF2",117.4
2023-03-01,"CPI","M","ITF2",116.4
2023-04-01,"CPI","M","ITF2",116.6
2023-05-01,"CPI","M","ITF2",116.9
2023-06-01,"CPI","M","ITF2",116.6
2023-07-01,"CPI","M","ITF2",116.5
2023-08-01,"CPI","M","ITF2",116.9
2023-09-01,"CPI","M","ITF2",116.9
2023-10-01,"CPI","M","ITF2",116.7
2023-11-01,"CPI","M","ITF2",116.1
2023-12-01,"CPI","M","ITF2",116.1
2022-12-01,"CPI","M","ITF22",115
2023-01-01,"CPI","M","ITF22",114.8
2023-02-01,"CPI","M","ITF22",115
2023-03-01,"CPI","M","ITF22",114
2023-04-01,"CPI","M","ITF22",114.2
2023-05-01,"CPI","M","ITF22",114.5
2023-06-01,"CPI","M","ITF22",114.2
2023-07-01,"CPI","M","ITF22",114.1
2023-08-01,"CPI","M","ITF22",114.5
2023-09-01,"CPI","M","ITF22",114.4
2023-10-01,"CPI","M","ITF22",114.2
2023-11-01,"CPI","M","ITF22",113.6
2023-12-01,"CPI","M","ITF22",113.6
2023-01-01,"CPI","M","ITF21",NA
2023-02-01,"CPI","M","ITF21",NA
2022-12-01,"CPI","M","ITF3",119.3
2023-01-01,"CPI","M","ITF3",119.3
2023-02-01,"CPI","M","ITF3",119.6
2023-03-01,"CPI","M","ITF3",118.8
2023-04-01,"CPI","M","ITF3",119.4
2023-05-01,"CPI","M","ITF3",119.9
2023-06-01,"CPI","M","ITF3",119.7
2023-07-01,"CPI","M","ITF3",119.8
2023-08-01,"CPI","M","ITF3",120.2
2023-09-01,"CPI","M","ITF3",120.4
2023-10-01,"CPI","M","ITF3",120.6
2023-11-01,"CPI","M","ITF3",120.3
2023-12-01,"CPI","M","ITF3",120.4
2022-12-01,"CPI","M","ITF31",114.7
2023-01-01,"CPI","M","ITF31",114.6
2023-02-01,"CPI","M","ITF31",114.9
2023-03-01,"CPI","M","ITF31",114.3
2023-04-01,"CPI","M","ITF31",114.5
2023-05-01,"CPI","M","ITF31",114.6
2023-06-01,"CPI","M","ITF31",114.1
2023-07-01,"CPI","M","ITF31",114
2023-08-01,"CPI","M","ITF31",114.2
2023-09-01,"CPI","M","ITF31",114.4
2023-10-01,"CPI","M","ITF31",114.2
2023-11-01,"CPI","M","ITF31",114
2023-12-01,"CPI","M","ITF31",114.1
2022-12-01,"CPI","M","ITF32",123.1
2023-01-01,"CPI","M","ITF32",123.3
2023-02-01,"CPI","M","ITF32",124.2
2023-03-01,"CPI","M","ITF32",123.3
2023-04-01,"CPI","M","ITF32",123.6
2023-05-01,"CPI","M","ITF32",124.1
2023-06-01,"CPI","M","ITF32",124
2023-07-01,"CPI","M","ITF32",124.3
2023-08-01,"CPI","M","ITF32",124.8
2023-09-01,"CPI","M","ITF32",125.1
2023-10-01,"CPI","M","ITF32",125.2
2023-11-01,"CPI","M","ITF32",125
2023-12-01,"CPI","M","ITF32",125.4
2022-12-01,"CPI","M","ITF33",120
2023-01-01,"CPI","M","ITF33",119.9
2023-02-01,"CPI","M","ITF33",120.1
2023-03-01,"CPI","M","ITF33",119.2
2023-04-01,"CPI","M","ITF33",120.1
2023-05-01,"CPI","M","ITF33",120.7
2023-06-01,"CPI","M","ITF33",120.6
2023-07-01,"CPI","M","ITF33",120.7
2023-08-01,"CPI","M","ITF33",121.1
2023-09-01,"CPI","M","ITF33",121.4
2023-10-01,"CPI","M","ITF33",121.7
2023-11-01,"CPI","M","ITF33",121.3
2023-12-01,"CPI","M","ITF33",121.5
2022-12-01,"CPI","M","ITF34",120.3
2023-01-01,"CPI","M","ITF34",120.5
2023-02-01,"CPI","M","ITF34",120.7
2023-03-01,"CPI","M","ITF34",119.7
2023-04-01,"CPI","M","ITF34",120.1
2023-05-01,"CPI","M","ITF34",120.8
2023-06-01,"CPI","M","ITF34",120.2
2023-07-01,"CPI","M","ITF34",120.3
2023-08-01,"CPI","M","ITF34",120.8
2023-09-01,"CPI","M","ITF34",121.1
2023-10-01,"CPI","M","ITF34",121.3
2023-11-01,"CPI","M","ITF34",121
2023-12-01,"CPI","M","ITF34",120.8
2023-01-01,"CPI","M","ITF35",NA
2023-02-01,"CPI","M","ITF35",NA
2022-12-01,"CPI","M","ITF4",121
2023-01-01,"CPI","M","ITF4",120.7
2023-02-01,"CPI","M","ITF4",120.8
2023-03-01,"CPI","M","ITF4",120
2023-04-01,"CPI","M","ITF4",120.5
2023-05-01,"CPI","M","ITF4",120.9
2023-06-01,"CPI","M","ITF4",120.8
2023-07-01,"CPI","M","ITF4",120.8
2023-08-01,"CPI","M","ITF4",121.2
2023-09-01,"CPI","M","ITF4",121.2
2023-10-01,"CPI","M","ITF4",121.2
2023-11-01,"CPI","M","ITF4",120.6
2023-12-01,"CPI","M","ITF4",120.8
2023-01-01,"CPI","M","ITF41",NA
2023-02-01,"CPI","M","ITF41",NA
2023-03-01,"CPI","M","ITF41",NA
2023-04-01,"CPI","M","ITF41",NA
2023-05-01,"CPI","M","ITF41",NA
2023-06-01,"CPI","M","ITF41",NA
2023-07-01,"CPI","M","ITF41",NA
2023-08-01,"CPI","M","ITF41",NA
2023-09-01,"CPI","M","ITF41",NA
2023-10-01,"CPI","M","ITF41",NA
2023-11-01,"CPI","M","ITF41",NA
2023-12-01,"CPI","M","ITF41",NA
2022-12-01,"CPI","M","ITF42",120.8
2023-01-01,"CPI","M","ITF42",120.4
2023-02-01,"CPI","M","ITF42",120.4
2023-03-01,"CPI","M","ITF42",119.6
2023-04-01,"CPI","M","ITF42",120
2023-05-01,"CPI","M","ITF42",120.4
2023-06-01,"CPI","M","ITF42",120.3
2023-07-01,"CPI","M","ITF42",120.2
2023-08-01,"CPI","M","ITF42",120.5
2023-09-01,"CPI","M","ITF42",120.5
2023-10-01,"CPI","M","ITF42",120.4
2023-11-01,"CPI","M","ITF42",119.8
2023-12-01,"CPI","M","ITF42",120
2023-01-01,"CPI","M","ITF43",NA
2023-02-01,"CPI","M","ITF43",NA
2022-12-01,"CPI","M","ITF44",117.6
2023-01-01,"CPI","M","ITF44",117.4
2023-02-01,"CPI","M","ITF44",117.7
2023-03-01,"CPI","M","ITF44",117
2023-04-01,"CPI","M","ITF44",117.7
2023-05-01,"CPI","M","ITF44",118
2023-06-01,"CPI","M","ITF44",118.1
2023-07-01,"CPI","M","ITF44",118.4
2023-08-01,"CPI","M","ITF44",119.1
2023-09-01,"CPI","M","ITF44",119.2
2023-10-01,"CPI","M","ITF44",119.1
2023-11-01,"CPI","M","ITF44",118.6
2023-12-01,"CPI","M","ITF44",118.8
2023-01-01,"CPI","M","ITF45",NA
2023-02-01,"CPI","M","ITF45",NA
2022-12-01,"CPI","M","ITF5",115.3
2023-01-01,"CPI","M","ITF5",114.9
2023-02-01,"CPI","M","ITF5",115.1
2023-03-01,"CPI","M","ITF5",114.4
2023-04-01,"CPI","M","ITF5",114.7
2023-05-01,"CPI","M","ITF5",114.8
2023-06-01,"CPI","M","ITF5",114.7
2023-07-01,"CPI","M","ITF5",115
2023-08-01,"CPI","M","ITF5",115.6
2023-09-01,"CPI","M","ITF5",115.7
2023-10-01,"CPI","M","ITF5",115.6
2023-11-01,"CPI","M","ITF5",115.3
2023-12-01,"CPI","M","ITF5",115.3
2022-12-01,"CPI","M","ITF51",114.5
2023-01-01,"CPI","M","ITF51",114.1
2023-02-01,"CPI","M","ITF51",114.3
2023-03-01,"CPI","M","ITF51",113.6
2023-04-01,"CPI","M","ITF51",113.9
2023-05-01,"CPI","M","ITF51",114
2023-06-01,"CPI","M","ITF51",113.9
2023-07-01,"CPI","M","ITF51",114.1
2023-08-01,"CPI","M","ITF51",114.7
2023-09-01,"CPI","M","ITF51",114.9
2023-10-01,"CPI","M","ITF51",114.9
2023-11-01,"CPI","M","ITF51",114.6
2023-12-01,"CPI","M","ITF51",114.6
2023-01-01,"CPI","M","ITF52",NA
2023-02-01,"CPI","M","ITF52",NA
2023-03-01,"CPI","M","ITF52",NA
2023-04-01,"CPI","M","ITF52",NA
2023-05-01,"CPI","M","ITF52",NA
2023-06-01,"CPI","M","ITF52",NA
2023-07-01,"CPI","M","ITF52",NA
2023-08-01,"CPI","M","ITF52",NA
2023-09-01,"CPI","M","ITF52",NA
2023-10-01,"CPI","M","ITF52",NA
2023-11-01,"CPI","M","ITF52",NA
2023-12-01,"CPI","M","ITF52",NA
2022-12-01,"CPI","M","ITF6",119.8
2023-01-01,"CPI","M","ITF6",119.6
2023-02-01,"CPI","M","ITF6",119.9
2023-03-01,"CPI","M","ITF6",119.3
2023-04-01,"CPI","M","ITF6",119.7
2023-05-01,"CPI","M","ITF6",119.7
2023-06-01,"CPI","M","ITF6",119.4
2023-07-01,"CPI","M","ITF6",119.5
2023-08-01,"CPI","M","ITF6",119.9
2023-09-01,"CPI","M","ITF6",120.2
2023-10-01,"CPI","M","ITF6",120.3
2023-11-01,"CPI","M","ITF6",120
2023-12-01,"CPI","M","ITF6",120
2022-12-01,"CPI","M","ITF61",122.1
2023-01-01,"CPI","M","ITF61",121.9
2023-02-01,"CPI","M","ITF61",122
2023-03-01,"CPI","M","ITF61",121.7
2023-04-01,"CPI","M","ITF61",122.1
2023-05-01,"CPI","M","ITF61",122.1
2023-06-01,"CPI","M","ITF61",121.8
2023-07-01,"CPI","M","ITF61",121.8
2023-08-01,"CPI","M","ITF61",122.1
2023-09-01,"CPI","M","ITF61",122.7
2023-10-01,"CPI","M","ITF61",122.9
2023-11-01,"CPI","M","ITF61",122.6
2023-12-01,"CPI","M","ITF61",122.8
2022-12-01,"CPI","M","ITF63",117.9
2023-01-01,"CPI","M","ITF63",117.6
2023-02-01,"CPI","M","ITF63",118.1
2023-03-01,"CPI","M","ITF63",117.3
2023-04-01,"CPI","M","ITF63",117.5
2023-05-01,"CPI","M","ITF63",117.6
2023-06-01,"CPI","M","ITF63",117.3
2023-07-01,"CPI","M","ITF63",117.4
2023-08-01,"CPI","M","ITF63",118
2023-09-01,"CPI","M","ITF63",118.1
2023-10-01,"CPI","M","ITF63",118
2023-11-01,"CPI","M","ITF63",117.8
2023-12-01,"CPI","M","ITF63",117.9
2022-12-01,"CPI","M","ITF65",117.8
2023-01-01,"CPI","M","ITF65",117.5
2023-02-01,"CPI","M","ITF65",117.9
2023-03-01,"CPI","M","ITF65",117.1
2023-04-01,"CPI","M","ITF65",117.6
2023-05-01,"CPI","M","ITF65",117.6
2023-06-01,"CPI","M","ITF65",117.3
2023-07-01,"CPI","M","ITF65",117.5
2023-08-01,"CPI","M","ITF65",118
2023-09-01,"CPI","M","ITF65",117.9
2023-10-01,"CPI","M","ITF65",117.9
2023-11-01,"CPI","M","ITF65",117.5
2023-12-01,"CPI","M","ITF65",117.5
2023-01-01,"CPI","M","ITF62",NA
2023-02-01,"CPI","M","ITF62",NA
2023-01-01,"CPI","M","ITF64",NA
2023-02-01,"CPI","M","ITF64",NA
2023-03-01,"CPI","M","ITF64",NA
2023-04-01,"CPI","M","ITF64",NA
2023-05-01,"CPI","M","ITF64",NA
2023-06-01,"CPI","M","ITF64",NA
2023-07-01,"CPI","M","ITF64",NA
2023-08-01,"CPI","M","ITF64",NA
2023-09-01,"CPI","M","ITF64",NA
2023-10-01,"CPI","M","ITF64",NA
2023-11-01,"CPI","M","ITF64",NA
2023-12-01,"CPI","M","ITF64",NA
2022-12-01,"CPI","M","ITG",122.6
2023-01-01,"CPI","M","ITG",122
2023-02-01,"CPI","M","ITG",122.3
2023-03-01,"CPI","M","ITG",121.3
2023-04-01,"CPI","M","ITG",121.5
2023-05-01,"CPI","M","ITG",121.9
2023-06-01,"CPI","M","ITG",121.9
2023-07-01,"CPI","M","ITG",122.1
2023-08-01,"CPI","M","ITG",122.7
2023-09-01,"CPI","M","ITG",122.8
2023-10-01,"CPI","M","ITG",122.6
2023-11-01,"CPI","M","ITG",122
2023-12-01,"CPI","M","ITG",121.9
2022-12-01,"CPI","M","ITG1",123.4
2023-01-01,"CPI","M","ITG1",122.7
2023-02-01,"CPI","M","ITG1",123
2023-03-01,"CPI","M","ITG1",121.8
2023-04-01,"CPI","M","ITG1",122.2
2023-05-01,"CPI","M","ITG1",122.6
2023-06-01,"CPI","M","ITG1",122.6
2023-07-01,"CPI","M","ITG1",122.7
2023-08-01,"CPI","M","ITG1",123.2
2023-09-01,"CPI","M","ITG1",123.4
2023-10-01,"CPI","M","ITG1",123.2
2023-11-01,"CPI","M","ITG1",122.6
2023-12-01,"CPI","M","ITG1",122.5
2022-12-01,"CPI","M","ITG11",124.9
2023-01-01,"CPI","M","ITG11",124.2
2023-02-01,"CPI","M","ITG11",124.3
2023-03-01,"CPI","M","ITG11",122.9
2023-04-01,"CPI","M","ITG11",123.1
2023-05-01,"CPI","M","ITG11",123.4
2023-06-01,"CPI","M","ITG11",123.3
2023-07-01,"CPI","M","ITG11",123.5
2023-08-01,"CPI","M","ITG11",124.3
2023-09-01,"CPI","M","ITG11",124.3
2023-10-01,"CPI","M","ITG11",123.9
2023-11-01,"CPI","M","ITG11",123.2
2023-12-01,"CPI","M","ITG11",123
2022-12-01,"CPI","M","ITG12",122.9
2023-01-01,"CPI","M","ITG12",121.9
2023-02-01,"CPI","M","ITG12",122.4
2023-03-01,"CPI","M","ITG12",121.3
2023-04-01,"CPI","M","ITG12",121.8
2023-05-01,"CPI","M","ITG12",122.7
2023-06-01,"CPI","M","ITG12",122.5
2023-07-01,"CPI","M","ITG12",122.5
2023-08-01,"CPI","M","ITG12",123
2023-09-01,"CPI","M","ITG12",123.3
2023-10-01,"CPI","M","ITG12",123.5
2023-11-01,"CPI","M","ITG12",122.5
2023-12-01,"CPI","M","ITG12",122.2
2022-12-01,"CPI","M","ITG13",122.8
2023-01-01,"CPI","M","ITG13",122
2023-02-01,"CPI","M","ITG13",122.4
2023-03-01,"CPI","M","ITG13",121.2
2023-04-01,"CPI","M","ITG13",121.6
2023-05-01,"CPI","M","ITG13",121.9
2023-06-01,"CPI","M","ITG13",122.1
2023-07-01,"CPI","M","ITG13",122.3
2023-08-01,"CPI","M","ITG13",123
2023-09-01,"CPI","M","ITG13",122.7
2023-10-01,"CPI","M","ITG13",122.3
2023-11-01,"CPI","M","ITG13",121.9
2023-12-01,"CPI","M","ITG13",121.9
2023-01-01,"CPI","M","ITG14",NA
2023-02-01,"CPI","M","ITG14",NA
2022-12-01,"CPI","M","ITG15",119.3
2023-01-01,"CPI","M","ITG15",118.7
2023-02-01,"CPI","M","ITG15",118.8
2023-03-01,"CPI","M","ITG15",117.7
2023-04-01,"CPI","M","ITG15",118
2023-05-01,"CPI","M","ITG15",118.1
2023-06-01,"CPI","M","ITG15",117.9
2023-07-01,"CPI","M","ITG15",118.1
2023-08-01,"CPI","M","ITG15",118.5
2023-09-01,"CPI","M","ITG15",118.5
2023-10-01,"CPI","M","ITG15",118.7
2023-11-01,"CPI","M","ITG15",118.4
2023-12-01,"CPI","M","ITG15",118
2023-01-01,"CPI","M","ITG16",NA
2023-02-01,"CPI","M","ITG16",NA
2022-12-01,"CPI","M","ITG17",124.1
2023-01-01,"CPI","M","ITG17",123.3
2023-02-01,"CPI","M","ITG17",123.7
2023-03-01,"CPI","M","ITG17",122.4
2023-04-01,"CPI","M","ITG17",122.7
2023-05-01,"CPI","M","ITG17",122.9
2023-06-01,"CPI","M","ITG17",122.8
2023-07-01,"CPI","M","ITG17",122.9
2023-08-01,"CPI","M","ITG17",123.5
2023-09-01,"CPI","M","ITG17",123.8
2023-10-01,"CPI","M","ITG17",123.5
2023-11-01,"CPI","M","ITG17",123
2023-12-01,"CPI","M","ITG17",123
2023-01-01,"CPI","M","ITG18",NA
2023-02-01,"CPI","M","ITG18",NA
2023-03-01,"CPI","M","ITG18",NA
2023-04-01,"CPI","M","ITG18",NA
2023-05-01,"CPI","M","ITG18",NA
2023-06-01,"CPI","M","ITG18",NA
2023-07-01,"CPI","M","ITG18",NA
2023-08-01,"CPI","M","ITG18",NA
2023-09-01,"CPI","M","ITG18",NA
2023-10-01,"CPI","M","ITG18",NA
2023-11-01,"CPI","M","ITG18",NA
2023-12-01,"CPI","M","ITG18",NA
2022-12-01,"CPI","M","ITG19",124.5
2023-01-01,"CPI","M","ITG19",123.9
2023-02-01,"CPI","M","ITG19",124.2
2023-03-01,"CPI","M","ITG19",122.9
2023-04-01,"CPI","M","ITG19",123.4
2023-05-01,"CPI","M","ITG19",123.9
2023-06-01,"CPI","M","ITG19",123.9
2023-07-01,"CPI","M","ITG19",123.9
2023-08-01,"CPI","M","ITG19",124.7
2023-09-01,"CPI","M","ITG19",124.7
2023-10-01,"CPI","M","ITG19",124.5
2023-11-01,"CPI","M","ITG19",123.9
2023-12-01,"CPI","M","ITG19",123.9
2022-12-01,"CPI","M","ITG2",120.4
2023-01-01,"CPI","M","ITG2",120.4
2023-02-01,"CPI","M","ITG2",120.7
2023-03-01,"CPI","M","ITG2",120.1
2023-04-01,"CPI","M","ITG2",119.8
2023-05-01,"CPI","M","ITG2",120.1
2023-06-01,"CPI","M","ITG2",120.5
2023-07-01,"CPI","M","ITG2",120.8
2023-08-01,"CPI","M","ITG2",121.6
2023-09-01,"CPI","M","ITG2",121.3
2023-10-01,"CPI","M","ITG2",120.9
2023-11-01,"CPI","M","ITG2",120.4
2023-12-01,"CPI","M","ITG2",120.6
2022-12-01,"CPI","M","ITG25",119
2023-01-01,"CPI","M","ITG25",119
2023-02-01,"CPI","M","ITG25",119.4
2023-03-01,"CPI","M","ITG25",119.1
2023-04-01,"CPI","M","ITG25",118.8
2023-05-01,"CPI","M","ITG25",119
2023-06-01,"CPI","M","ITG25",119.4
2023-07-01,"CPI","M","ITG25",119.7
2023-08-01,"CPI","M","ITG25",120.5
2023-09-01,"CPI","M","ITG25",120.2
2023-10-01,"CPI","M","ITG25",120
2023-11-01,"CPI","M","ITG25",119.5
2023-12-01,"CPI","M","ITG25",119.6
2023-01-01,"CPI","M","ITG26",NA
2023-02-01,"CPI","M","ITG26",NA
2022-12-01,"CPI","M","ITG27",118.9
2023-01-01,"CPI","M","ITG27",118.7
2023-02-01,"CPI","M","ITG27",119.3
2023-03-01,"CPI","M","ITG27",118.8
2023-04-01,"CPI","M","ITG27",118.3
2023-05-01,"CPI","M","ITG27",118.6
2023-06-01,"CPI","M","ITG27",119.1
2023-07-01,"CPI","M","ITG27",119.4
2023-08-01,"CPI","M","ITG27",120.1
2023-09-01,"CPI","M","ITG27",120.1
2023-10-01,"CPI","M","ITG27",119.7
2023-11-01,"CPI","M","ITG27",119.3
2023-12-01,"CPI","M","ITG27",119.5
2023-01-01,"CPI","M","ITG28",NA
2023-02-01,"CPI","M","ITG28",NA
2022-12-01,"CPI","M","ITG29",117.5
2023-01-01,"CPI","M","ITG29",117.6
2023-02-01,"CPI","M","ITG29",118.2
2023-03-01,"CPI","M","ITG29",117.8
2023-04-01,"CPI","M","ITG29",117.6
2023-05-01,"CPI","M","ITG29",117.9
2023-06-01,"CPI","M","ITG29",118.9
2023-07-01,"CPI","M","ITG29",120
2023-08-01,"CPI","M","ITG29",121.5
2023-09-01,"CPI","M","ITG29",120.2
2023-10-01,"CPI","M","ITG29",119.4
2023-11-01,"CPI","M","ITG29",118.6
2023-12-01,"CPI","M","ITG29",118.7
2022-11-01,"IPI_M","M","TM",127.1
2022-12-01,"IPI_M","M","TM",125.1
2023-01-01,"IPI_M","M","TM",120.8
2023-02-01,"IPI_M","M","TM",118.8
2023-03-01,"IPI_M","M","TM",117.1
2023-04-01,"IPI_M","M","TM",115.9
2023-05-01,"IPI_M","M","TM",114.2
2023-06-01,"IPI_M","M","TM",113.5
2023-07-01,"IPI_M","M","TM",113.1
2023-08-01,"IPI_M","M","TM",112.8
2023-09-01,"IPI_M","M","TM",113.6
2023-10-01,"IPI_M","M","TM",114.8
2023-11-01,"IPI_M","M","TM",115.1
2022-11-01,"IPI_M","M","EZ",119.3
2022-12-01,"IPI_M","M","EZ",119.3
2023-01-01,"IPI_M","M","EZ",119.3
2023-02-01,"IPI_M","M","EZ",119.2
2023-03-01,"IPI_M","M","EZ",118.7
2023-04-01,"IPI_M","M","EZ",118.3
2023-05-01,"IPI_M","M","EZ",117.4
2023-06-01,"IPI_M","M","EZ",117
2023-07-01,"IPI_M","M","EZ",116.5
2023-08-01,"IPI_M","M","EZ",116
2023-09-01,"IPI_M","M","EZ",116.1
2023-10-01,"IPI_M","M","EZ",116.2
2023-11-01,"IPI_M","M","EZ",116.3
2022-11-01,"IPI_M","M","NO_EZ",134.7
2022-12-01,"IPI_M","M","NO_EZ",130.7
2023-01-01,"IPI_M","M","NO_EZ",122.5
2023-02-01,"IPI_M","M","NO_EZ",118.8
2023-03-01,"IPI_M","M","NO_EZ",116
2023-04-01,"IPI_M","M","NO_EZ",114.1
2023-05-01,"IPI_M","M","NO_EZ",111.7
2023-06-01,"IPI_M","M","NO_EZ",110.9
2023-07-01,"IPI_M","M","NO_EZ",110.4
2023-08-01,"IPI_M","M","NO_EZ",110.3
2023-09-01,"IPI_M","M","NO_EZ",111.8
2023-10-01,"IPI_M","M","NO_EZ",113.8
2023-11-01,"IPI_M","M","NO_EZ",114.3
2022-11-01,"ER","M","M",69.622337
2022-12-01,"ER","M","M",69.683533
2023-01-01,"ER","M","M",69.709531
2023-02-01,"ER","M","M",70.040808
2023-03-01,"ER","M","M",70.064343
2023-04-01,"ER","M","M",69.968259
2023-05-01,"ER","M","M",70.379296
2023-06-01,"ER","M","M",70.63676
2023-07-01,"ER","M","M",70.302363
2023-08-01,"ER","M","M",70.345902
2023-09-01,"ER","M","M",70.74594
2023-10-01,"ER","M","M",70.776944
2023-11-01,"ER","M","M",70.766129
2022-11-01,"ER","M","F",51.482287
2022-12-01,"ER","M","F",51.827084
2023-01-01,"ER","M","F",52.096971
2023-02-01,"ER","M","F",51.956263
2023-03-01,"ER","M","F",52.031305
2023-04-01,"ER","M","F",52.361852
2023-05-01,"ER","M","F",52.236045
2023-06-01,"ER","M","F",52.466219
2023-07-01,"ER","M","F",52.386029
2023-08-01,"ER","M","F",52.703604
2023-09-01,"ER","M","F",52.705892
2023-10-01,"ER","M","F",52.771967
2023-11-01,"ER","M","F",52.878981
2022-11-01,"ER","M","T",60.561499
2022-12-01,"ER","M","T",60.764909
2023-01-01,"ER","M","T",60.913199
2023-02-01,"ER","M","T",61.009334
2023-03-01,"ER","M","T",61.058906
2023-04-01,"ER","M","T",61.175978
2023-05-01,"ER","M","T",61.319437
2023-06-01,"ER","M","T",61.56388
2023-07-01,"ER","M","T",61.356672
2023-08-01,"ER","M","T",61.537648
2023-09-01,"ER","M","T",61.739738
2023-10-01,"ER","M","T",61.789271
2023-11-01,"ER","M","T",61.837274
2022-11-01,"UR","M","M",6.88896
2022-12-01,"UR","M","M",6.918683
2023-01-01,"UR","M","M",6.968744
2023-02-01,"UR","M","M",7.026909
2023-03-01,"UR","M","M",6.936487
2023-04-01,"UR","M","M",7.074022
2023-05-01,"UR","M","M",6.790487
2023-06-01,"UR","M","M",6.692893
2023-07-01,"UR","M","M",6.921815
2023-08-01,"UR","M","M",6.768978
2023-09-01,"UR","M","M",6.663395
2023-10-01,"UR","M","M",6.805408
2023-11-01,"UR","M","M",6.671407
2022-11-01,"UR","M","F",9.201915
2022-12-01,"UR","M","F",9.097562
2023-01-01,"UR","M","F",9.28654
2023-02-01,"UR","M","F",9.083563
2023-03-01,"UR","M","F",9.04844
2023-04-01,"UR","M","F",8.729585
2023-05-01,"UR","M","F",8.891792
2023-06-01,"UR","M","F",8.540975
2023-07-01,"UR","M","F",8.841002
2023-08-01,"UR","M","F",8.439261
2023-09-01,"UR","M","F",8.747975
2023-10-01,"UR","M","F",8.906376
2023-11-01,"UR","M","F",8.515809
2022-11-01,"UR","M","T",7.88038
2022-12-01,"UR","M","T",7.855266
2023-01-01,"UR","M","T",7.968984
2023-02-01,"UR","M","T",7.909078
2023-03-01,"UR","M","T",7.842667
2023-04-01,"UR","M","T",7.785307
2023-05-01,"UR","M","T",7.691553
2023-06-01,"UR","M","T",7.484186
2023-07-01,"UR","M","T",7.745455
2023-08-01,"UR","M","T",7.486458
2023-09-01,"UR","M","T",7.558115
2023-10-01,"UR","M","T",7.70685
2023-11-01,"UR","M","T",7.462636
2020-09-01,"LCI","Q","IT",103
2020-12-01,"LCI","Q","IT",102.9
2021-03-01,"LCI","Q","IT",103.8
2021-06-01,"LCI","Q","IT",104.2
2021-09-01,"LCI","Q","IT",105.2
2021-12-01,"LCI","Q","IT",105.4
2022-03-01,"LCI","Q","IT",105.4
2022-06-01,"LCI","Q","IT",106.4
2022-09-01,"LCI","Q","IT",105.7
2022-12-01,"LCI","Q","IT",107.1
2023-03-01,"LCI","Q","IT",108.3
2023-06-01,"LCI","Q","IT",109.2
2023-09-01,"LCI","Q","IT",110.7
2020-12-01,"IMP","M","EU",19901
2021-01-01,"IMP","M","EU",20174
2021-02-01,"IMP","M","EU",20421
2021-03-01,"IMP","M","EU",21594
2021-04-01,"IMP","M","EU",21601
2021-05-01,"IMP","M","EU",21800
2021-06-01,"IMP","M","EU",22628
2021-07-01,"IMP","M","EU",22856
2021-08-01,"IMP","M","EU",23263
2021-09-01,"IMP","M","EU",23066
2021-10-01,"IMP","M","EU",23619
2021-11-01,"IMP","M","EU",24195
2021-12-01,"IMP","M","EU",26695
2022-01-01,"IMP","M","EU",25683
2022-02-01,"IMP","M","EU",26351
2022-03-01,"IMP","M","EU",26935
2022-04-01,"IMP","M","EU",28711
2022-05-01,"IMP","M","EU",29489
2022-06-01,"IMP","M","EU",28002
2022-07-01,"IMP","M","EU",29048
2022-08-01,"IMP","M","EU",30143
2022-09-01,"IMP","M","EU",29473
2022-10-01,"IMP","M","EU",28627
2022-11-01,"IMP","M","EU",28512
2022-12-01,"IMP","M","EU",29147
